Smiles,Tg
*OCC1C(C1)C*,-28.98581149
*c1c(cc(c(c1)C=Cc1ccc(cc1)OCCC(CCCC(C)C)C)C=C*)C=Cc1ccc(cc1)OCCC(CCCC(C)C)C,2.868925186
*OC(=O)Nc1ccc(cc1)C(=O)OCC1CCC(CC1)C*,148.8519878
*OC(=O)NC1CCC(CC1)CC1CCC(CC1)NC(=O)OCC(C*)(C)C,15.9792949
*OC(=O)NCCSCCCCCSCCNC(=O)OCC1CCC(CC1)C*,77.84678315
*C1OC(=O)C(C1)CCC1C(=O)OC(C1)CCCCCCCCCC*,84.1573412
*OC(=O)N(c1ccc(cc1)N(C(=O)OCC(C*)CCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)C)C,78.11061669
*c1ccc2n(c3c(c2c1)cc(cc3)/C=C/c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/*)C(F)(F)F)C(F)(F)F)CC(CCCC)CC,187.4626146
*NC(=O)CCCCCCCCCCC(=O)NCC1CC(CCC1)C*,26.18556129
*N1CCC(CC1)C(=O)c1c(cc(cc1)C(=O)N1CCC(CC1)CCC*)Oc1ccccc1,131.1821319
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1c(cc(cc1C)C1C(CC(CC1)C(c1cc(c(c(c1)C)*)C)(C)C)C)C,250.477212
*c1ccc2n(c3c(c2c1)cc(cc3)/C=C/c1ccc(cc1)Oc1c(cc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)/C=C/*)C#N)C#N)CC(CCCC)CC,129.2206103
*C1CC(CC1)C*,42.35931484
*C1(C(=O)C(CCC1)C*)CO,71.70468573
*C1CCN(CC1)SC(=O)OCCCCOC(=O)SN1CCC(CC1)CCC*,-6.032415023
*c1c(cc(c(c1)OCCCCCCOc1ccc(cc1)C1CCC(CC1)CCCCC)C=C*)OCCCCCCOc1ccc(cc1)C1CCC(CC1)CCCCC,36.67582945
*OC(=O)c1cc(ccc1)C(=O)OCC1C(C1)C*,10.23490017
*OCC1(C2CCC(C1)CC2)C*,81.08225465
*OC(C*)CCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)OCC(CC)C,-0.17829817
*C(C*)C(CC)CC,38.96888215
